Fecha,Ventas (€),Inversión Marketing (€),Región
2024-02-19,57365,14425,Centro
2025-12-25,54828,10809,Norte
2024-01-20,5755,2627,Este
2025-05-01,128751,10688,Oeste
2024-10-23,187707,8043,Norte
2025-08-30,67979,3271,Norte
2025-04-05,142667,5444,Este
2025-06-06,104091,10621,Centro
2023-02-20,121966,15029,Sur
2025-06-24,55104,6271,Centro
2025-07-07,87072,14396,Este
2024-02-05,66305,1124,Sur
2023-02-04,142305,9411,Este
2024-11-18,19507,4375,Este
2024-04-18,31326,14341,Norte
2025-04-21,59871,12457,Sur
2024-09-09,43653,7898,Oeste
2025-04-27,90725,6328,Oeste
2024-02-29,122326,2541,Norte
2024-09-13,145429,16642,Norte
2024-08-27,24813,12248,Oeste
2024-12-15,191890,2704,Sur
2024-06-30,72022,9780,Oeste
2024-10-20,52354,7378,Norte
2023-08-29,65792,13366,Norte
2023-03-11,51214,3816,Oeste
2023-10-26,112803,19888,Centro
2024-05-16,177091,11761,Oeste
2023-02-21,31619,6626,Oeste
2023-07-09,114889,1337,Norte
2024-05-27,88148,14094,Norte
2023-09-29,95659,11866,Centro
2024-09-07,129713,7015,Centro
2023-10-20,143663,7303,Oeste
2025-10-26,143942,1353,Sur
2025-05-17,187953,17155,Centro
2024-03-22,66770,11217,Este
2023-05-27,61528,11355,Centro
2025-09-17,186725,2180,Sur
2023-10-01,191078,7507,Norte
2025-06-21,165061,11873,Norte
2023-10-02,127626,9107,Oeste
2024-10-16,52861,17249,Oeste
2023-02-15,198715,18125,Norte
2023-11-04,168088,14998,Este
2025-01-29,144612,7341,Oeste
2023-10-20,9776,10483,Este
2025-09-10,193644,2759,Oeste
2023-10-02,76780,12836,Este
2025-08-26,136529,6976,Este
2025-07-17,161217,19909,Centro
2025-06-26,194509,8898,Norte
2025-12-17,155135,5489,Este
2024-02-20,114870,5618,Norte
2023-11-08,67089,3062,Este
2023-10-23,169409,17224,Este
2024-10-25,93952,18648,Oeste
2025-05-12,162602,14094,Centro
2024-05-14,8425,14765,Este
2025-12-15,167797,5804,Centro
2025-06-06,36591,10601,Centro
2023-11-17,199329,9661,Centro
2024-06-19,22411,6705,Sur
2024-01-24,75883,13771,Norte
2024-07-18,81876,18134,Sur
2024-09-15,199098,14694,Norte
2023-11-08,52024,10468,Centro
2023-05-29,192934,1716,Norte
2023-02-02,124215,18419,Oeste
2024-07-01,172689,12876,Sur
2025-05-06,48723,1158,Sur
2023-09-18,58926,12737,Este
2023-11-02,157040,19273,Sur
2023-09-22,176255,10804,Este
2025-06-15,139873,5847,Sur
2023-07-31,94893,6506,Sur
2024-01-11,45618,10067,Norte
2023-04-25,9834,10412,Sur
2025-09-22,169944,14677,Este
2024-10-24,130890,15289,Centro
2024-08-07,87675,14126,Sur
2023-05-08,22339,16070,Este
2024-01-04,15201,9165,Centro
2025-08-15,199385,16594,Norte
2023-07-09,30481,2222,Sur
2025-01-31,56294,11291,Norte
2024-06-15,143605,18218,Norte
2025-10-01,18109,8727,Centro
2024-03-02,36902,6618,Sur
2024-10-16,86926,4180,Sur
2025-06-30,148870,1090,Sur
2023-01-30,5761,14962,Sur
2023-12-23,141987,5102,Oeste
2024-12-06,173874,4839,Norte
2023-07-07,10151,8490,Este
2025-06-24,101202,16939,Oeste
2025-11-28,58549,19623,Centro
2025-04-15,33191,17246,Este
2024-07-03,170480,13102,Este
2025-12-14,79350,16889,Sur
2023-03-27,60448,3554,Este
2024-01-25,105284,19695,Sur
2023-01-30,106393,6943,Oeste
2023-08-27,62049,1063,Centro
2023-10-26,193821,18125,Oeste
2024-01-02,92897,8890,Sur
2023-04-02,148428,19916,Norte
2025-08-18,122506,1743,Norte
2023-09-04,179550,2607,Este
2024-08-18,61976,17311,Este
2023-05-28,36072,7202,Este
2025-06-27,193202,18213,Centro
2023-06-24,156008,9937,Este
2024-02-07,64689,16487,Centro
2023-01-14,123649,4999,Este
2025-12-05,50111,4032,Centro
2024-09-02,191718,15453,Centro
2025-04-04,34459,14922,Este
2025-07-12,143229,19966,Norte
2025-05-19,108587,9585,Norte
2023-05-18,44434,13207,Norte
2024-04-23,58450,12997,Centro
2024-11-26,46112,12404,Oeste
2023-03-15,109192,1227,Centro
2025-03-13,141650,9831,Centro
2023-07-15,72594,1881,Norte
2024-04-07,22177,3536,Este
2025-07-05,46212,3476,Sur
2024-04-09,127263,5961,Sur
2025-06-18,37502,5080,Centro
2024-04-10,78110,3996,Centro
2025-07-03,30646,9359,Este
2024-07-30,66118,12995,Oeste
2024-04-03,108601,5923,Oeste
2024-01-27,181658,7716,Sur
2023-02-04,83186,14513,Norte
2023-01-22,114497,18913,Norte
2024-06-26,141151,6971,Este
2024-05-09,123305,6795,Este
2024-06-17,173333,4846,Sur
2025-08-16,20716,12737,Centro
2024-10-25,175858,18401,Oeste
2024-06-06,88236,6557,Oeste
2023-04-06,23459,19118,Norte
2024-04-17,145331,16966,Sur
2025-06-02,154718,9938,Este
2024-07-08,166619,6286,Norte
2024-04-24,172066,1585,Este
2023-05-13,47998,14558,Norte
2024-07-17,111028,9678,Sur
2023-01-25,109996,14434,Sur
2025-04-27,154335,7997,Este
2025-03-25,120178,9008,Este
2025-07-14,40103,4129,Centro
2024-03-03,179066,5434,Centro
2025-04-12,34776,16318,Este
2025-10-04,162088,12403,Sur
2024-04-09,76672,5217,Centro
2023-12-02,169410,7060,Norte
2024-06-24,86905,8146,Este
2024-09-26,72870,11711,Norte
2025-05-19,95991,15818,Norte
2023-06-23,118005,10946,Centro
2025-03-10,137262,17119,Oeste
2024-05-26,12667,17172,Norte
2025-03-17,76144,14062,Centro
2025-06-08,121615,19831,Sur
2025-02-15,131841,17892,Este
2024-11-17,31909,14984,Norte
2023-08-14,60102,6342,Centro
2025-06-06,14356,18315,Centro
2024-07-25,79987,6448,Este
2024-05-15,8350,1356,Oeste
2024-07-28,66056,16434,Este
2024-10-07,20498,14166,Norte
2023-12-05,47173,14758,Oeste
2023-01-11,74374,11321,Este
2025-03-31,78962,16216,Este
2024-02-20,136824,19625,Este
2024-11-04,53628,8196,Este
2024-04-27,127428,1631,Oeste
2024-10-02,196210,5312,Oeste
2023-03-23,136096,11581,Centro
2023-03-09,34373,19747,Centro
2024-08-02,121179,15730,Centro
2023-09-26,194665,1584,Norte
2025-09-13,26623,5399,Este
2024-07-18,179361,8568,Norte
2025-07-08,133798,1162,Sur
2024-02-09,6576,15852,Norte
2025-01-21,33325,7608,Oeste
2024-05-14,39547,10347,Norte
2025-03-28,126289,7795,Sur
2024-07-13,35469,4313,Sur
2023-02-23,154742,19365,Norte
2025-08-22,34740,16981,Oeste
2023-03-01,28079,8825,Este
2025-04-15,58747,6881,Oeste
2025-09-17,160460,5202,Este
2025-02-01,152431,15518,Norte
2024-10-10,21480,15556,Centro
2023-05-02,190874,19744,Sur
2025-09-28,182605,11704,Centro
2025-02-10,32501,17066,Oeste
2023-10-04,183550,17073,Centro
2024-04-13,130731,6006,Norte
2023-06-14,12702,4996,Oeste
2023-04-12,26098,4044,Centro
2023-07-27,118622,3667,Centro
2025-06-05,129292,7360,Oeste
2023-06-04,125293,10254,Centro
2025-07-10,26231,16256,Norte
2024-05-28,6993,6299,Norte
2023-11-27,183353,15525,Oeste
2024-06-19,177194,5707,Centro
2025-10-12,90736,15504,Centro
2024-03-20,81670,14197,Este
2023-01-11,49312,7879,Centro
2024-01-10,194636,14250,Oeste
2023-09-06,112399,11357,Norte
2024-02-12,135573,17303,Este
2025-11-25,68601,2886,Este
2025-10-20,164501,5920,Oeste
2025-12-20,19946,19318,Oeste
2023-09-26,59541,11228,Este
2025-05-25,197688,8035,Centro
2024-09-30,88370,1509,Centro
2025-09-03,10600,13477,Norte
2024-06-18,156154,16652,Norte
2024-03-27,187187,3418,Este
2024-04-19,150597,4215,Sur
2023-05-24,68924,17364,Sur
2024-01-13,10329,15718,Este
2023-04-28,128538,9102,Este
2025-07-22,164663,18428,Oeste
2024-01-15,80637,17700,Sur
2023-03-17,37446,4957,Oeste
2025-11-23,48365,10890,Este
2025-12-23,147051,19806,Este
2024-01-18,16673,10996,Oeste
2023-11-28,186190,7843,Oeste
2024-07-20,117839,10780,Centro
2024-06-21,72717,5433,Oeste
2023-06-27,110990,18488,Norte
2024-09-19,119253,6526,Este
2025-02-19,197194,15365,Sur
2023-01-17,141349,6161,Sur
2023-10-22,195950,11432,Oeste
2024-09-02,90646,10709,Oeste
2025-10-26,196363,8955,Oeste
2024-10-18,122370,2408,Norte
2025-10-27,61761,1218,Norte
2023-07-13,179431,5443,Este
2025-09-24,41152,15921,Este
2023-12-25,159426,17855,Sur
2024-12-02,47598,6046,Este
2023-01-31,116347,7313,Norte
2025-02-22,168316,17195,Oeste
2024-02-17,166626,1813,Sur
2023-02-01,8032,4998,Norte
2024-10-04,136325,2551,Centro
2025-10-18,11121,14887,Sur
2025-09-11,84725,4801,Norte
2023-06-12,166893,12602,Norte
2024-06-14,186028,15928,Norte
2023-12-22,162727,13309,Oeste
2025-04-19,104729,5231,Oeste
2023-02-18,12091,10052,Este
2025-07-19,176722,10206,Sur
2025-01-03,118395,2353,Sur
2024-06-19,143799,15628,Centro
2025-07-06,165739,10582,Centro
2024-03-10,78279,2109,Oeste
2024-04-16,23218,18077,Oeste
2023-03-01,142252,8872,Norte
2025-07-19,129625,3890,Centro
2024-06-19,139805,17215,Este
2023-02-03,61937,17266,Oeste
2025-07-23,105931,6263,Centro
2023-05-02,24458,7768,Oeste
2024-07-26,144019,3385,Centro
2025-12-19,65460,18813,Oeste
2024-03-14,149123,10991,Este
2024-06-07,36139,8932,Oeste
2024-08-12,194814,14232,Norte
2023-06-04,53821,14761,Norte
2023-06-07,109784,8310,Centro
2023-07-23,17149,11083,Oeste
2024-12-27,162266,15117,Este
2024-02-02,39697,13452,Oeste
2024-08-08,41151,11678,Sur
2023-07-19,158489,16458,Centro
2025-10-14,143905,9509,Este
2023-03-01,133436,12640,Oeste
2023-04-03,60244,12723,Norte
2025-11-28,129202,12679,Norte
2024-03-09,122870,16967,Centro
2025-11-09,12631,8460,Norte
2024-06-20,176450,4376,Oeste
2023-06-25,190247,17898,Centro
2024-09-11,192154,1118,Norte
2023-06-15,15961,3845,Norte
2025-08-27,13504,11022,Centro
2024-02-29,128986,3939,Sur
2024-07-14,154011,2172,Sur
2023-02-11,160531,2509,Norte
2025-04-13,108833,17542,Oeste
2025-03-26,40766,12865,Centro
2024-08-30,27965,8502,Sur
2023-02-19,16982,12543,Centro
2024-06-04,43896,18467,Oeste
2023-07-20,63809,7373,Oeste
2024-07-27,12640,11166,Sur
2024-08-21,172041,7010,Este
2025-12-10,5711,8423,Centro
2025-10-09,136543,9235,Oeste
2023-07-14,65726,11202,Norte
2024-09-02,99076,19291,Este
2023-12-10,9782,2635,Norte
2025-05-24,20888,13386,Sur
2024-03-11,137621,8267,Norte
2024-05-09,69993,12798,Oeste
2024-10-11,157091,16776,Sur
2024-04-09,78334,1021,Norte
2025-03-18,93334,11057,Este
2023-09-02,50799,14426,Sur
2024-01-25,44215,2402,Centro
2024-06-09,33326,9265,Sur
2025-07-05,105198,7304,Norte
2023-06-04,68723,6560,Centro
2023-05-01,178197,2980,Centro
2023-08-22,77076,8550,Centro
2025-12-08,7983,1646,Sur
2025-05-29,19878,10239,Oeste
2025-12-14,113233,9153,Este
2023-04-22,47760,13974,Este
2024-07-04,135018,12117,Centro
2024-05-12,86890,16190,Norte
2025-01-25,190291,15099,Sur
2025-10-01,22124,7881,Este
2024-04-26,167686,6707,Sur
2024-11-16,42499,5028,Sur
2024-12-29,166440,5186,Sur
2024-12-14,128097,8893,Norte
2025-12-10,178980,17776,Centro
2024-07-23,83010,8005,Este
2023-06-08,135874,4409,Sur
2023-02-19,18606,2553,Norte
2025-02-08,67729,12110,Centro
2024-01-10,65444,1366,Centro
2024-03-23,55641,18607,Oeste
2023-07-10,57747,18657,Centro
2024-11-17,145842,15428,Este
2024-09-01,111123,8175,Centro
2023-04-19,18281,17020,Sur
2025-07-21,16485,7017,Norte
2023-08-15,44034,17754,Centro
2024-12-05,153441,7249,Este
2025-01-27,85193,1028,Este
2024-02-10,50267,8471,Este
2025-11-20,185452,17352,Centro
2025-07-24,76694,18888,Oeste
2024-01-12,35905,15429,Norte
2023-10-21,62245,9427,Centro
2023-01-21,70869,4190,Este
2023-01-05,179435,18514,Este
2025-02-08,157992,14190,Norte
2024-09-03,191599,3362,Centro
2024-05-11,112788,6138,Este
2024-01-04,190791,1867,Centro
2023-01-12,12591,12119,Norte
2025-11-02,187738,16084,Sur
2023-10-31,128978,5236,Oeste
2023-07-03,43306,13619,Norte
2025-06-19,81604,9188,Sur
2024-03-08,118249,4738,Este
2023-03-20,28144,6397,Este
2024-04-16,137391,5727,Este
2024-12-04,189787,12282,Centro
2023-08-26,27761,8636,Norte
2025-10-19,75479,17229,Sur
2024-12-24,152192,5968,Centro
2025-12-14,50989,18501,Norte
2023-03-24,123281,18870,Centro
2024-09-15,25362,15355,Oeste
2024-05-07,47410,14730,Este
2025-06-16,43099,14018,Norte
2025-06-28,84947,4787,Sur
2025-01-17,75746,13378,Oeste
2025-10-19,25686,2808,Centro
2023-04-22,121815,15559,Centro
2024-10-28,172245,4622,Sur
2025-12-20,44995,1805,Este
2024-12-14,151511,9250,Norte
2024-07-09,39362,13956,Este
2023-11-24,107464,19300,Oeste
2023-01-17,183227,4260,Oeste
2024-07-20,146941,16244,Centro
2023-07-27,60387,9071,Centro
2024-08-21,177492,10684,Sur
2025-12-13,86052,12926,Sur
2023-12-15,194643,12446,Este
2023-01-07,146072,14734,Centro
2023-09-19,61100,9552,Oeste
2024-04-22,137551,7018,Centro
2024-04-12,28621,14729,Oeste
2023-11-29,141460,16737,Norte
2025-03-25,114967,4059,Centro
2023-12-29,192649,9772,Centro
2024-02-21,118760,3174,Centro
2023-04-03,181342,6986,Norte
2024-04-29,69175,6913,Sur
2023-08-15,139613,8092,Oeste
2024-02-11,111427,4493,Sur
2025-09-18,163345,8722,Centro
2024-01-01,45500,5481,Norte
2025-06-10,94857,2557,Sur
2025-09-18,16984,8887,Norte
2023-03-22,177066,2190,Sur
2024-01-26,130406,13747,Este
2025-10-10,103205,18588,Este
2023-08-03,140177,11294,Norte
2025-06-14,8832,14341,Centro
2024-03-20,163561,5986,Centro
2025-06-19,13018,10804,Centro
2024-07-29,126099,3784,Sur
2024-06-05,100607,4761,Este
2024-12-31,149288,6408,Oeste
2025-11-23,61944,2032,Sur
2024-08-22,105647,3405,Sur
2023-03-20,23822,1758,Oeste
2025-10-24,30973,11084,Este
2025-02-04,136681,11223,Oeste
2023-10-07,31970,2427,Sur
2025-01-10,167169,1142,Sur
2023-06-18,175158,19845,Centro
2025-11-15,148940,2312,Oeste
2023-12-20,99120,13433,Oeste
2025-08-03,119296,17998,Norte
2025-07-10,153673,4051,Oeste
2023-07-05,91230,7901,Este
2023-10-21,111820,15874,Centro
2025-01-09,139076,18137,Norte
2024-05-29,131965,16772,Sur
2023-03-17,9091,18689,Oeste
2024-11-06,161234,17833,Norte
2023-11-24,84920,13043,Norte
2024-10-26,187481,13907,Sur
2024-03-20,11449,7449,Centro
2024-09-15,30601,13103,Centro
2025-11-11,127031,4802,Norte
2025-05-13,11348,6117,Este
2025-09-11,73782,13699,Oeste
2024-03-16,148920,1140,Este
2024-09-28,79872,18102,Este
2023-08-31,18943,10145,Centro
2024-09-11,8099,4142,Este
2025-06-24,157561,17093,Centro
2023-01-23,86743,10774,Oeste
2025-08-27,197066,7413,Centro
2023-12-08,9318,18616,Oeste
2023-11-26,76728,13574,Centro
2024-10-01,59739,19739,Oeste
2025-12-17,21146,12016,Oeste
2025-06-25,132316,17968,Oeste
2025-05-03,170025,19987,Norte
2025-04-03,135221,2992,Norte
2023-12-29,193243,12140,Norte
2023-12-22,18969,1307,Norte
2023-04-15,14600,13219,Sur
2023-01-02,146819,19913,Este
2024-11-08,63766,18862,Este
2024-12-01,103755,3168,Norte
2024-08-06,142243,5834,Este
2023-12-13,189473,4208,Centro
2023-02-01,151017,11758,Norte
2025-11-19,99013,14164,Oeste
2024-04-19,70301,4349,Este
2025-03-23,191851,2876,Sur
2023-05-15,50822,13703,Norte
2023-12-21,72218,14675,Centro
2023-02-12,189624,5695,Sur
2025-09-23,58588,9408,Sur
2024-08-27,80227,9987,Centro
2025-08-28,157471,18305,Centro
2023-10-08,159915,10171,Centro
2024-11-27,44001,1887,Oeste
2024-10-15,65588,5822,Oeste
2025-07-22,101518,14581,Sur
2023-11-17,158032,8540,Centro
2025-07-14,102782,15815,Sur
2024-02-25,139156,18391,Este
2025-08-09,147126,5694,Oeste
2025-05-30,96657,13831,Sur
2025-10-13,163534,16777,Este
2023-10-11,176671,13812,Centro
2025-03-04,90708,4461,Oeste
2024-06-23,193355,9252,Norte
2024-11-25,110591,4527,Norte
2025-06-28,37829,9481,Norte
2023-12-14,39652,19944,Sur
2023-10-17,161398,12472,Norte
2024-06-25,168372,17653,Sur
2024-09-08,140099,9765,Norte
2023-05-22,100348,13837,Este
2025-03-06,11905,17775,Centro
2023-11-09,44133,15945,Centro
2023-07-01,119901,17905,Centro
2024-05-02,165809,9748,Norte
2023-09-17,81324,12695,Sur
2023-05-15,143672,16831,Sur
2024-06-23,199513,17443,Centro
2023-10-25,55335,6489,Sur
2024-10-27,67631,2645,Oeste
2024-11-16,168588,6472,Sur
2025-08-09,19906,7958,Norte
2024-02-18,15145,8868,Centro
2024-12-21,136453,8512,Norte
2023-07-05,66752,10388,Este
2024-02-16,27779,3551,Oeste
2024-08-21,63989,16372,Sur
2023-04-29,23387,6460,Oeste
2024-01-20,151548,14935,Oeste
2023-09-13,14714,3686,Oeste
2024-03-16,155731,16968,Sur
2023-04-01,66720,18602,Sur
2023-04-29,118993,12648,Sur
2023-05-05,195364,7258,Este
2023-09-01,56119,10358,Centro
2025-11-24,94365,15436,Centro
2024-08-23,9864,19526,Este
2024-08-24,83470,19355,Centro
2024-03-19,181449,19901,Oeste
2024-05-19,48034,17830,Norte
2023-05-06,189496,16435,Sur
2025-05-21,39860,10594,Norte
2025-04-12,62973,12687,Sur
2024-03-04,111963,5659,Sur
2025-10-12,68661,15629,Este
2024-06-10,143617,12749,Norte
2025-05-22,99381,3652,Norte
2024-06-03,25841,6303,Oeste
2023-04-30,175283,13415,Sur
2025-11-25,67693,11652,Oeste
2023-06-10,114700,7971,Centro
2024-09-30,66857,3431,Este
2023-08-19,189959,15456,Sur
2025-06-18,129044,6940,Norte
2025-04-06,7685,9457,Centro
2023-01-03,185429,7986,Norte
2023-07-20,144450,8428,Centro
2024-07-06,89289,17884,Norte
2025-07-05,76198,16517,Centro
2024-03-09,60274,19255,Norte
2025-02-14,105898,12709,Centro
2025-02-07,10581,15656,Este
2023-07-24,100034,2478,Sur
2024-02-05,186380,14673,Oeste
2023-08-02,22472,11201,Norte
2025-07-22,53970,13132,Sur
2023-11-01,27925,15687,Este
2024-02-17,163729,13350,Oeste
2023-01-20,187688,12861,Oeste
2024-11-15,89336,6184,Oeste
2024-06-14,75174,11619,Este
2025-02-08,50220,13746,Oeste
2024-10-28,112792,3519,Norte
2024-11-01,183377,18638,Centro
2025-08-19,173280,10676,Este
2025-03-30,194128,11797,Este
2025-09-29,54547,9056,Oeste
2024-08-03,90496,7205,Norte
2023-10-11,195509,8187,Norte
2023-10-26,49703,13348,Centro
2023-12-07,88242,9239,Este
2024-04-13,198283,13936,Sur
2025-07-22,54138,10862,Sur
2025-07-01,181876,13344,Norte
2023-02-09,191341,17337,Centro
2025-03-26,107283,18098,Centro
2024-10-31,6897,13572,Norte
2024-12-29,30083,16396,Norte
2024-09-17,15052,18199,Norte
2024-11-24,6252,1468,Este
2023-01-01,52629,15285,Oeste
2023-11-07,27670,12861,Centro
2024-04-14,11747,19175,Este
2024-05-30,135152,15606,Sur
2024-01-30,84067,1251,Norte
2023-10-22,153479,11901,Centro
2023-12-20,77047,18687,Oeste
2023-10-17,94955,8574,Sur
2025-10-12,8866,1152,Oeste
2025-06-14,45625,14489,Este
2025-02-20,159384,14580,Oeste
2025-11-01,146784,17288,Centro
2023-11-27,157664,10593,Este
2023-01-03,43398,8581,Sur
2024-10-09,21402,11249,Centro
2023-03-05,65883,12385,Centro
2023-08-04,44319,9617,Sur
2023-07-18,50333,14593,Centro
2025-06-08,40922,14661,Oeste
2023-04-09,94478,15598,Centro
2024-09-04,36129,12186,Sur
2025-10-04,87759,18757,Oeste
2025-09-16,60406,15614,Sur
2023-02-26,9871,11552,Centro
2025-08-24,37438,16135,Este
2023-06-29,158496,19622,Norte
2024-10-18,108753,6076,Este
2023-07-04,19520,6225,Centro
2025-02-18,44763,15094,Oeste
2023-09-04,151635,16361,Oeste
2023-05-25,89500,2388,Norte
2024-11-27,156518,3052,Norte
2024-04-02,159733,1848,Sur
2025-10-29,149858,12034,Este
2023-04-02,53882,3835,Centro
2025-08-09,57519,6041,Este
2025-07-11,90816,17351,Este
2023-07-13,88518,6341,Este
2024-02-29,59493,7976,Sur
2023-01-08,172183,15863,Sur
2025-02-13,168654,16869,Oeste
2025-08-10,159860,7602,Oeste
2024-04-08,17154,9107,Oeste
2024-07-07,44915,5391,Norte
2023-07-12,71939,13735,Oeste
2024-04-14,37274,11926,Sur
2024-10-01,13144,8356,Oeste
2023-05-14,126182,16792,Sur
2024-04-12,107383,9499,Sur
2024-11-20,46590,7196,Este
2024-04-08,158835,10844,Centro
2023-05-09,11580,10256,Sur
2023-11-20,72297,1051,Este
2024-01-18,81412,8698,Oeste
2023-01-06,132262,15084,Este
2023-12-18,38797,5855,Norte
2023-07-18,179590,1047,Centro
2023-10-01,48588,13634,Oeste
2024-02-09,153131,4027,Norte
2025-11-14,187043,2450,Norte
2025-04-30,155299,1392,Este
2024-05-25,166071,3936,Este
2023-06-29,190991,3739,Sur
2023-01-17,177048,3094,Sur
2023-07-05,160492,8804,Norte
2025-11-20,171777,19843,Norte
2023-03-12,69119,15450,Oeste
2025-06-06,30316,7128,Este
2025-08-23,87540,7457,Sur
2025-02-07,187345,19477,Sur
2024-04-24,191591,9265,Norte
2024-04-05,13647,12256,Este
2023-04-16,145034,14930,Sur
2025-12-27,105973,11861,Oeste
2023-08-22,30445,12854,Sur
2024-12-19,98390,7573,Centro
2025-06-12,88590,16687,Centro
2024-04-03,194528,2760,Oeste
2025-07-27,189553,8702,Centro
2023-02-25,32551,4538,Oeste
2023-05-04,191654,10191,Oeste
2024-04-15,42122,17196,Centro
2025-05-01,146580,16300,Centro
2025-09-20,147493,8736,Norte
2023-07-18,169191,10757,Centro
2023-10-27,35254,6526,Sur
2023-05-07,33908,16953,Oeste
2025-06-08,65896,11529,Sur
2024-05-08,130353,12654,Norte
2024-03-12,118100,15747,Centro
2025-11-30,182012,19239,Oeste
2023-10-10,152392,14268,Este
2023-10-23,150013,2769,Norte
2024-06-27,199191,10735,Norte
2024-02-14,19384,14614,Oeste
2023-06-02,105065,3794,Oeste
2023-12-17,47058,5049,Este
2024-01-30,116819,2358,Oeste
2024-12-16,50875,19688,Centro
2025-12-13,39968,7641,Oeste
2023-05-12,8250,12457,Norte
2024-08-17,6544,16934,Norte
2025-12-07,118079,10353,Norte
2023-08-06,5895,7076,Centro
2025-06-11,71497,6182,Sur
2024-12-05,97589,7128,Sur
2025-12-02,135285,19225,Centro
2024-10-06,88478,17092,Este
2024-02-11,193150,11883,Oeste
2023-06-15,31625,15851,Sur
2023-05-14,163277,3551,Sur
2024-03-01,32871,6589,Norte
2023-02-14,168591,7275,Este
2024-07-15,135305,10003,Sur
2024-04-03,36325,17490,Oeste
2023-06-16,54012,13747,Centro
2024-07-13,36624,14109,Norte
2024-03-28,18148,8987,Oeste
2025-11-06,105919,9750,Centro
2024-02-10,30578,18757,Norte
2025-08-03,192400,5225,Oeste
2023-04-16,149283,9572,Centro
2023-03-02,73791,18331,Este
2025-05-12,119189,11201,Sur
2024-07-17,81189,17800,Oeste
2024-12-23,21957,19374,Norte
2025-04-27,136701,4366,Este
2024-10-20,147653,6338,Oeste
2024-01-12,54199,13770,Oeste
2024-08-12,52406,17607,Norte
2024-10-30,193080,19939,Este
2023-01-20,54640,16470,Centro
2023-03-28,141227,1339,Centro
2025-12-15,104197,2513,Este
2024-12-14,37752,18679,Sur
2024-05-01,26905,15697,Este
2025-02-19,173652,9951,Sur
2025-05-31,7288,16418,Sur
2025-09-03,87482,16370,Norte
2025-10-21,39292,6278,Oeste
2024-07-13,66519,10465,Este
2023-07-11,110024,1926,Norte
2025-12-20,93998,15522,Este
2024-03-05,181642,6777,Sur
2023-04-09,172910,7063,Oeste
2025-11-22,42749,10441,Sur
2025-06-06,88534,17728,Este
2024-12-07,166242,9936,Este
2023-07-25,168180,7857,Oeste
2023-01-12,120767,4228,Centro
2023-02-12,94560,16676,Este
2023-10-15,142075,18457,Este
2023-02-02,22363,19268,Este
2023-02-28,62530,2093,Norte
2024-05-24,145488,19112,Centro
2025-07-04,125048,4575,Oeste
2025-01-10,160271,1521,Este
2025-06-09,84295,6210,Oeste
2023-07-12,114073,4728,Norte
2023-04-29,143285,10141,Este
2025-06-05,24955,16121,Sur
2024-02-20,87438,5761,Centro
2024-02-22,82765,16612,Norte
2023-03-14,181803,2174,Centro
2025-09-30,42489,5354,Sur
2024-02-03,89349,5425,Este
2025-10-05,65263,7630,Norte
2025-07-07,153179,3241,Sur
2025-08-23,179492,2192,Norte
2024-03-14,73123,11014,Oeste
2025-01-06,142705,6912,Este
2023-05-09,84603,12587,Sur
2025-12-24,64393,12853,Centro
2025-11-04,136175,18536,Centro
2025-09-14,36671,19849,Sur
2025-12-12,82988,15294,Este
2025-10-11,64815,3497,Este
2023-08-11,105349,6546,Centro
2025-02-03,60730,6299,Oeste
2023-03-13,170697,9855,Sur
2024-03-06,149605,17131,Norte
2024-03-22,63488,8250,Sur
2023-01-20,23856,12908,Este
2024-04-27,8450,17069,Centro
2025-08-29,36608,16459,Centro
2024-03-03,71223,2818,Norte
2023-11-02,137269,9525,Oeste
2025-07-28,20024,16380,Sur
2025-09-05,53605,16271,Norte
2023-08-29,155258,14322,Oeste
2025-03-17,76701,3695,Norte
2024-07-22,62014,18925,Norte
2023-09-24,137108,5255,Centro
2025-04-28,158207,15490,Norte
2023-10-05,131550,3044,Este
2025-05-03,16060,19230,Centro
2024-11-21,135043,9860,Oeste
2024-01-11,96875,19601,Centro
2025-01-20,171998,5461,Centro
2025-04-23,149348,8318,Norte
2024-10-21,82766,18155,Norte
2023-07-31,73069,10090,Oeste
2023-02-26,151687,4859,Oeste
2024-09-04,68110,4681,Oeste
2025-12-17,83476,16628,Sur
2024-02-02,53504,5750,Sur
2024-09-11,134816,16913,Oeste
2025-08-01,13438,7500,Sur
2025-01-12,160746,13048,Oeste
2023-05-01,39744,15464,Oeste
2025-07-27,184434,16219,Centro
2024-07-26,194588,14075,Este
2025-09-15,125437,2072,Oeste
2023-11-15,180616,10088,Centro
2025-04-24,180707,12102,Sur
2025-06-22,115285,14965,Sur
2025-04-16,129020,1641,Sur
2025-09-01,32075,19839,Sur
2024-10-18,162233,10448,Centro
2024-05-06,172357,15621,Norte
2024-08-08,125222,14129,Oeste
2024-09-16,102760,1799,Norte
2024-09-22,55526,18686,Sur
2025-01-13,147297,10352,Oeste
2025-06-07,61301,18996,Norte
2024-07-12,19270,7906,Oeste
2023-07-23,163066,18573,Oeste
2025-04-28,166955,5548,Sur
2024-12-13,106536,9125,Este
2023-02-10,176614,13048,Centro
2025-07-07,38031,13595,Centro
2023-06-24,197222,12007,Norte
2023-12-23,118751,6680,Oeste
2024-05-29,131301,10529,Este
2024-11-17,122543,13543,Este
2025-11-10,28348,17262,Centro
2024-05-31,168351,15769,Centro
